"timestamp","ip","protocol","port","hostname","tag","quote","asn","geo","region","city"
"2014-03-16 08:12:33","179.126.2.38","udp",17,"179-126-002-038.xd-dynamic.ctbcnetsuper.com.br","qotd","N?s matamos o tempo, mas ele enterra-nos."?? (Machado de Assis)??",53006,"BR","MINAS GERAIS","UBERLANDIA","-18.91861","-48.27722"
"2014-03-16 08:12:33","123.140.149.131","udp",17,,"qotd","When a stupid man is doing something he is ashamed of, he always declares?? that it is his duty." George Bernard Shaw (1856-1950)??",3786,"KR","SEOUL-T'UKPYOLSI","SEOUL","37.56826","126.97783"
"2014-03-16 08:12:34","74.208.209.45","udp",17,"u15169732.onlinehome-server.com","qotd","_The secret of being miserable is to have leisure to bother about whether?? you are happy or not.  The cure for it is occupation._?? George Bernard Shaw (1856-1950)??",8560,"US","PENNSYLVANIA","WAYNE","40.0439","-75.3875"
"2014-03-16 08:12:34","23.19.41.218","udp",17,"23.19.41.218.rdns.ubiquity.io","qotd","_We have no more right to consume happiness without producing it than to?? consume wealth without producing it._ George Bernard Shaw (1856-1950)??",15003,"US","ARIZONA","PHOENIX","33.6789","-111.93753"
